Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,CENTRO - B.MANSA,FLORESTA,,54,,,2,,,"59,85 %","59,85",,"0,28",,,"194,26",,,"34,84 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,CENTRO - RESENDE,FLORESTA,,18,,,2,,,"54,65 %","54,65",,"0,06",,,"323,28",,,"16,42 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,CENTRO - VALENCA,FLORESTA,,9,,,1,,,"54,33 %","54,33",,"0,04",,,"233,48",,,"100,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,CENTRO MARICA,GMAP,,394,,,41,,,"27,89 %","27,89",,"3,46",,,"113,80",,,"46,28 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,COSMOS,RAMIGOS,,7,,,1,,,"35,62 %","35,62",,"0,03",,,"237,66",,,"4,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,LARGO DA BATALHA,PADRAO,,50,,,4,,,"35,74 %","35,74",,"0,16",,,"320,68",,,"100,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,MESQUITA,PADRAO,,50,,,4,,,"36,42 %","36,42",,"0,56",,,"89,15",,,"64,09 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,NOVA FRIBURGO,GMAP,,196,,,19,,,"29,78 %","29,78",,"2,63",,,"74,51",,,"32,25 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,NOVA IGUACU,PADRAO,,29,,,1,,,"39,42 %","39,42",,"0,05",,,"637,78",,,"50,88 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,PIRATININGA,PADRAO,,29,,,1,,,"39,42 %","39,42",,"0,04",,,"811,72",,,"17,16 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,PORTO VELHO,PADRAO,,48,,,4,,,"43,81 %","43,81",,"0,91",,,"52,64",,,"100,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,RETIRO - V.REDONDA,FLORESTA,,17,,,1,,,"53,34 %","53,34",,"0,33",,,"50,94",,,"16,03 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,S CECILIA - V.REDONDA,FLORESTA,,85,,,4,,,"46,60 %","46,60",,"0,19",,,"449,62",,,"71,92 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LAVAGEM AUTOMOTIVOS,VALVERDE,PADRAO,,24,,,2,,,"38,08 %","38,08",,"0,40",,,"59,95",,,"100,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LUBRIFICANTES AUTOMOTIVOS,ANCHIETA,RAMIGOS,,30,,,4,,,"36,29 %","36,29",,"0,16",,,"182,25",,,"4,50 %"
MERCEARIA NAO ALIMENTOS,BAZAR,AUTOMOTIVOS,LUBRIFICANTES AUTOMOTIVOS,COSMOS,RAMIGOS,,7,,,1,,,"44,70 %","44,70",,"0,11",,,"62,82",,,"3,99 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,12,,,2,,,"44,57 %","44,57",,"0,27",,,"44,14",,,"0,31 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,26,,,6,,,"45,94 %","45,94",,"1,14",,,"22,78",,,"0,77 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,4,,,1,,,"46,37 %","46,37",,"0,25",,,"15,96",,,"0,12 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,4,,,1,,,"46,37 %","46,37",,"0,33",,,"11,97",,,"0,08 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - RECREIO I,BARRA OESTE,,22,,,5,,,"45,87 %","45,87",,"1,49",,,"14,70",,,"0,68 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - RECREIO II,BARRA OESTE,,6,,,1,,,"44,57 %","44,57",,"0,50",,,"11,98",,,"0,15 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,BARRA OESTE - TANQUE,BARRA OESTE,,6,,,1,,,"44,57 %","44,57",,"0,33",,,"17,97",,,"0,11 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,CENTRO MARICA,GMAP,,4,,,1,,,"46,23 %","46,23",,"0,10",,,"39,90",,,"0,23 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,DUQUE DE CAXIAS,GMAP,,8,,,2,,,"46,23 %","46,23",,"0,43",,,"18,42",,,"0,09 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,MANILHA,GMAP,,8,,,2,,,"46,23 %","46,23",,"0,08",,,"97,53",,,"0,14 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,NOVA FRIBURGO,GMAP,,4,,,1,,,"46,23 %","46,23",,"0,01",,,"470,82",,,"0,44 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,QUITANDINHA PETROPOLIS,GMAP,,8,,,2,,,"46,23 %","46,23",,"0,17",,,"47,88",,,"1,47 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,SANTO CRISTO,GMAP,,4,,,1,,,"46,23 %","46,23",,"0,33",,,"11,97",,,"0,05 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA BRINDE,V.DOS TELES S.J.MERITI,GMAP,,4,,,1,,,"46,23 %","46,23",,"1,00",,,"3,99",,,"0,39 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,ARARUAMA 1,ALVORADA,,3,,,1,,,"51,20 %","51,20",,"0,07",,,"41,86",,,"0,05 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,BOTAFOGO,ALVORADA,,6,,,2,,,"51,09 %","51,09",,"0,15",,,"38,87",,,"0,13 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,12,,,4,,,"51,09 %","51,09",,"0,80",,,"14,95",,,"2,69 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,COPACABANA,ALVORADA,,3,,,1,,,"51,09 %","51,09",,"0,33",,,"8,97",,,"0,04 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,IGUABA GRANDE,ALVORADA,,3,,,1,,,"53,65 %","53,65",,"0,03",,,"95,68",,,"0,30 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA RETORNAVEL,MARACANA,ALVORADA,,9,,,3,,,"51,09 %","51,09",,"0,60",,,"14,95",,,"0,24 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,BARRA DA TIJUCA,TORRE,,223,,,9,,,"51,22 %","51,22",,"2,64",,,"84,62",,,"4,38 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,137,,,6,,,"41,05 %","41,05",,"1,27",,,"108,34",,,"4,09 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,DUQUE DE CAXIAS,TORRE,,15,,,1,,,"47,92 %","47,92",,"0,02",,,"714,91",,,"0,24 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,FREGUESIA,TORRE,,15,,,1,,,"50,04 %","50,04",,"0,03",,,"583,60",,,"0,40 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,MARACANA,TORRE,,186,,,9,,,"50,15 %","50,15",,"2,91",,,"64,04",,,"4,77 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,MARIA DA GRACA,TORRE,,161,,,6,,,"51,66 %","51,66",,"1,17",,,"137,65",,,"1,76 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,NOVA IGUACU,TORRE,,48,,,2,,,"51,13 %","51,13",,"0,25",,,"188,30",,,"0,69 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,PARK SHOPPING,TORRE,,15,,,1,,,"46,74 %","46,74",,"0,20",,,"72,95",,,"0,29 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,PRACA DAS NACOES,TORRE,,81,,,3,,,"51,34 %","51,34",,"0,28",,,"291,00",,,"0,94 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,PRACA SECA,TORRE,,15,,,1,,,"46,74 %","46,74",,"1,00",,,"14,59",,,"0,18 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,RIO DAS PEDRA,TORRE,,44,,,3,,,"46,76 %","46,76",,"0,10",,,"434,21",,,"0,44 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,SAO CONRADO 1,TORRE,,114,,,4,,,"51,44 %","51,44",,"0,24",,,"463,84",,,"0,89 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,SAO CONRADO 2,TORRE,,164,,,5,,,"51,72 %","51,72",,"0,98",,,"167,81",,,"2,10 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,TAQUARA,TORRE,,33,,,1,,,"52,33 %","52,33",,"0,06",,,"560,66",,,"0,72 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,BOLSA TERMICA,TIJUCA,TORRE,,99,,,3,,,"52,32 %","52,32",,"1,34",,,"73,68",,,"0,98 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA CESTA BASICA,BIG MARKET 1 - DEODORO,NDP,,4,,,1,,,"100,00 %","100,00",,"0,06",,,"60,16",,,"0,31 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA CESTA BASICA,BIG MARKET 2 - STA MARGARIDA,NDP,,2,,,1,,,"100,00 %","100,00",,"0,04",,,"44,88",,,"0,09 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,AGUA MINERAL,ALVORADA,,3519,,,25137,,,"25,89 %","25,89",,"1592,81",,,"2,21",,,"82,34 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ALCANTARA,GMAP,,6782,,,56521,,,"29,96 %","29,96",,"6186,80",,,"1,10",,,"69,84 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,2232,,,15950,,,"21,78 %","21,78",,"1063,25",,,"2,10",,,"88,70 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ANCHIETA,RAMIGOS,,5427,,,55375,,,"19,03 %","19,03",,"2189,53",,,"2,48",,,"86,14 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ARARUAMA 1,ALVORADA,,4307,,,30768,,,"23,32 %","23,32",,"1527,34",,,"2,82",,,"69,97 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ARARUAMA 2,ALVORADA,,2552,,,18232,,,"27,60 %","27,60",,"1037,01",,,"2,46",,,"80,63 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ARSENAL,ALVORADA,,2960,,,21142,,,"23,85 %","23,85",,"1215,21",,,"2,44",,,"74,62 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ATERRADO - V.REDONDA,FLORESTA,,2348,,,26221,,,"0,13 %","0,13",,"1306,92",,,"1,80",,,"92,95 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BACAXA - SAQUAREMA,ALVORADA,,2980,,,21285,,,"27,75 %","27,75",,"922,79",,,"3,23",,,"79,19 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BANDEIRANTES S.GONCALO,GMAP,,3659,,,30496,,,"34,22 %","34,22",,"2751,02",,,"1,33",,,"80,15 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BANGU,RAMIGOS,,2299,,,24243,,,"19,09 %","19,09",,"1517,99",,,"1,51",,,"77,35 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA DA TIJUCA,TORRE,,3176,,,35289,,,"6,51 %","6,51",,"2010,20",,,"1,58",,,"62,33 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,2328,,,29102,,,"10,86 %","10,86",,"1923,04",,,"1,21",,,"61,14 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,1941,,,24260,,,"11,39 %","11,39",,"1531,09",,,"1,27",,,"57,84 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,2370,,,29625,,,"12,38 %","12,38",,"2580,56",,,"0,92",,,"73,77 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,2851,,,35639,,,"9,98 %","9,98",,"4447,66",,,"0,64",,,"49,63 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - GUARATIBA,BARRA OESTE,,2582,,,32286,,,"12,29 %","12,29",,"2911,69",,,"0,89",,,"78,38 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,3673,,,45914,,,"11,32 %","11,32",,"3177,45",,,"1,16",,,"69,50 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - RECREIO I,BARRA OESTE,,2163,,,27034,,,"10,88 %","10,88",,"1806,61",,,"1,20",,,"66,89 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - RECREIO II,BARRA OESTE,,2511,,,31401,,,"11,89 %","11,89",,"3420,08",,,"0,73",,,"64,72 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - RIACHUELO,BARRA OESTE,,2185,,,27323,,,"11,26 %","11,26",,"3381,77",,,"0,65",,,"45,06 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRA OESTE - TANQUE,BARRA OESTE,,3314,,,41423,,,"11,53 %","11,53",,"4304,49",,,"0,77",,,"60,09 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BARRETO,PADRAO,,3162,,,26350,,,"13,72 %","13,72",,"1708,69",,,"1,85",,,"69,61 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BELFORD ROXO,TORRE,,5148,,,57204,,,"6,12 %","6,12",,"4101,25",,,"1,26",,,"70,33 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BIG MARKET 1 - DEODORO,NDP,,1014,,,11271,,,"19,22 %","19,22",,"1098,61",,,"0,92",,,"83,72 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BIG MARKET 2 - STA MARGARIDA,NDP,,1518,,,16873,,,"21,40 %","21,40",,"1367,66",,,"1,11",,,"76,86 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,BOTAFOGO,ALVORADA,,3043,,,21739,,,"21,50 %","21,50",,"1800,92",,,"1,69",,,"66,04 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CAMPO GRANDE,TORRE,,3232,,,35911,,,"10,21 %","10,21",,"2546,46",,,"1,27",,,"70,89 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CD - FLORESTA,FLORESTA,,20,,,192,,,"15,73 %","15,73",,"0,25",,,"79,27",,,"100,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CENTRO - B.MANSA,FLORESTA,,2296,,,25608,,,"2,90 %","2,90",,"1704,22",,,"1,35",,,"80,03 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CENTRO - RESENDE,FLORESTA,,1520,,,16911,,,"4,14 %","4,14",,"1188,18",,,"1,28",,,"59,70 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CENTRO - V.REDONDA,FLORESTA,,1515,,,16907,,,"3,58 %","3,58",,"1335,38",,,"1,13",,,"65,46 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,CENTRO - VALENCA,FLORESTA,,1560,,,17339,,,"4,19 %","4,19",,"1010,14",,,"1,54",,,"80,77 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,COELHO DA ROCHA,TORRE,,0,,,66040,,,-Infinity,-Infinity,,"5333,90",,,"0,00",,,"0,00 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,COLUBANDE,ALVORADA,,2069,,,14941,,,"24,75 %","24,75",,"1089,02",,,"1,90",,,"78,10 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,COPACABANA,ALVORADA,,4681,,,33443,,,"23,53 %","23,53",,"2232,87",,,"2,10",,,"63,78 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,COSMOS,RAMIGOS,,3056,,,33283,,,"19,18 %","19,18",,"1823,73",,,"1,68",,,"78,14 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,COVELO - PACIENCIA,NDP,,3047,,,30479,,,"14,99 %","14,99",,"3384,32",,,"0,90",,,"80,96 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,DUQUE DE CAXIAS,GMAP,,5553,,,46281,,,"24,46 %","24,46",,"4374,87",,,"1,27",,,"61,35 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,DUQUE DE CAXIAS,TORRE,,3642,,,40479,,,"11,71 %","11,71",,"2853,54",,,"1,28",,,"59,92 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ENGENHO DO MATO,PADRAO,,2583,,,21528,,,"13,27 %","13,27",,"1508,14",,,"1,71",,,"80,32 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,FENIX - MERCADO MULTI PENHA,FENIX,,3005,,,25051,,,"39,40 %","39,40",,"2167,09",,,"1,39",,,"88,65 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,FENIX - NOVA BRASILIA,FENIX,,2657,,,26232,,,"27,68 %","27,68",,"2924,79",,,"0,91",,,"70,20 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,FENIX - VL DA PENHA QUITUNGO,FENIX,,2877,,,24544,,,"23,91 %","23,91",,"1827,11",,,"1,57",,,"96,26 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,FONSECA,PADRAO,,3721,,,31014,,,"13,48 %","13,48",,"2133,25",,,"1,74",,,"68,33 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,FREGUESIA,TORRE,,2213,,,24586,,,"5,84 %","5,84",,"2222,37",,,"1,00",,,"60,48 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,GA - FRAGOSO,RAMIGOS,,2517,,,27503,,,"17,17 %","17,17",,"2636,34",,,"0,95",,,"86,13 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,GA - PIABETA (INHOMIRIM),RAMIGOS,,5172,,,56187,,,"13,82 %","13,82",,"3542,93",,,"1,46",,,"86,25 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ITABORAI - CENTRO ,ALVORADA,,3147,,,22481,,,"21,17 %","21,17",,"1279,12",,,"2,46",,,"70,39 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ITABORAI 1,ALVORADA,,4419,,,31568,,,"25,84 %","25,84",,"2311,22",,,"1,91",,,"78,91 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,ITAIPU,PADRAO,,3792,,,31605,,,"13,45 %","13,45",,"1617,11",,,"2,35",,,"77,68 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,JARDIM CATARINA,ALVORADA,,2464,,,17520,,,"27,00 %","27,00",,"1382,89",,,"1,78",,,"81,69 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,JARDIM REDENTOR,RAMIGOS,,3562,,,37169,,,"19,11 %","19,11",,"2127,77",,,"1,67",,,"75,73 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,LARGO DA BATALHA,PADRAO,,7091,,,59094,,,"13,36 %","13,36",,"2555,14",,,"2,78",,,"72,91 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,LOTE XV,PADRAO,,7707,,,64236,,,"14,18 %","14,18",,"3651,91",,,"2,11",,,"73,03 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MAGE 1,ALVORADA,,2740,,,19575,,,"22,50 %","22,50",,"1291,63",,,"2,12",,,"86,92 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MAGE 2,ALVORADA,,4443,,,31745,,,"26,04 %","26,04",,"1480,27",,,"3,00",,,"82,48 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MANILHA,GMAP,,3991,,,33259,,,"28,87 %","28,87",,"2713,35",,,"1,47",,,"72,39 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MARACANA,ALVORADA,,2874,,,20531,,,"29,94 %","29,94",,"1353,75",,,"2,12",,,"76,93 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MARACANA,TORRE,,2362,,,26252,,,"12,31 %","12,31",,"2215,99",,,"1,07",,,"60,47 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MARE,TORRE,,2140,,,23786,,,"10,11 %","10,11",,"2355,95",,,"0,91",,,"79,82 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MARIA DA GRACA,TORRE,,5255,,,58398,,,"8,90 %","8,90",,"3701,71",,,"1,42",,,"57,34 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MERCK,TORRE,,4106,,,45631,,,"5,72 %","5,72",,"4064,43",,,"1,01",,,"63,28 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,MESQUITA,PADRAO,,6689,,,55751,,,"13,67 %","13,67",,"2732,42",,,"2,45",,,"80,81 %"
MERCEARIA NAO ALIMENTOS,BAZAR,BOLSAS E SACOLAS,SACOLA RECICLAVEL,NDP - PARQUE ANCHIETA,NDP,,2068,,,17401,,,"28,48 %","28,48",,"1849,27",,,"1,12",,,"90,80 %"
