Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ARSENAL,ALVORADA,,6608,,,3318,,,"31,36 %","31,36",,"391,57",,,"16,87",,,"78,75 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ATERRADO - V.REDONDA,FLORESTA,,77,,,3,,,"50,02 %","50,02",,"0,60",,,"128,40",,,"3,26 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BACAXA - SAQUAREMA,ALVORADA,,3246,,,1631,,,"30,80 %","30,80",,"144,76",,,"22,42",,,"63,07 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BANDEIRANTES S.GONCALO,GMAP,,216,,,48,,,"41,44 %","41,44",,"7,26",,,"29,72",,,"7,36 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BANGU,RAMIGOS,,618,,,143,,,"33,54 %","33,54",,"21,38",,,"28,90",,,"18,48 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA DA TIJUCA,TORRE,,3205,,,217,,,"45,93 %","45,93",,"15,26",,,"210,07",,,"20,53 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,1426,,,113,,,"37,68 %","37,68",,"12,26",,,"116,32",,,"20,34 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,2875,,,202,,,"37,81 %","37,81",,"16,46",,,"174,60",,,"32,59 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,146,,,12,,,"39,06 %","39,06",,"0,78",,,"186,26",,,"7,98 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,185,,,13,,,"41,07 %","41,07",,"2,74",,,"67,44",,,"6,66 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - GUARATIBA,BARRA OESTE,,126,,,8,,,"46,07 %","46,07",,"1,18",,,"106,32",,,"7,89 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,815,,,63,,,"37,04 %","37,04",,"7,10",,,"114,83",,,"23,39 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - RECREIO I,BARRA OESTE,,1043,,,87,,,"37,63 %","37,63",,"7,65",,,"136,36",,,"19,52 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - RECREIO II,BARRA OESTE,,237,,,15,,,"46,18 %","46,18",,"2,79",,,"84,98",,,"15,33 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - RIACHUELO,BARRA OESTE,,191,,,12,,,"46,10 %","46,10",,"1,47",,,"129,49",,,"32,41 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRA OESTE - TANQUE,BARRA OESTE,,730,,,57,,,"39,47 %","39,47",,"6,33",,,"115,30",,,"15,34 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BARRETO,PADRAO,,196,,,19,,,"36,48 %","36,48",,"2,34",,,"83,80",,,"8,04 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BELFORD ROXO,TORRE,,397,,,43,,,"45,32 %","45,32",,"3,70",,,"107,29",,,"8,05 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BIG MARKET 1 - DEODORO,NDP,,201,,,127,,,"46,53 %","46,53",,"15,95",,,"12,58",,,"13,03 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BIG MARKET 2 - STA MARGARIDA,NDP,,84,,,70,,,"53,58 %","53,58",,"7,41",,,"11,37",,,"7,01 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BOTAFOGO,ALVORADA,,3254,,,1635,,,"31,60 %","31,60",,"194,47",,,"16,73",,,"56,17 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,BUZIOS,ALVORADA,,1807,,,908,,,"31,59 %","31,59",,"100,20",,,"18,03",,,"51,70 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,3514,,,1778,,,"30,64 %","30,64",,"171,49",,,"20,49",,,"74,52 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,,2128,,,1074,,,"31,29 %","31,29",,"97,48",,,"21,83",,,"38,14 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CABO FRIO 3 - JD ESPERANCA,ALVORADA,,1317,,,662,,,"31,59 %","31,59",,"86,37",,,"15,25",,,"47,72 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CAMPO GRANDE,TORRE,,1485,,,118,,,"43,93 %","43,93",,"11,46",,,"129,64",,,"16,44 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CASIMIRO DE ABREU,ALVORADA,,2314,,,1170,,,"31,17 %","31,17",,"130,89",,,"17,68",,,"58,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CENTRO - B.MANSA,FLORESTA,,136,,,6,,,"50,55 %","50,55",,"0,60",,,"225,20",,,"5,89 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CENTRO - V.REDONDA,FLORESTA,,40,,,1,,,"62,78 %","62,78",,"0,14",,,"279,86",,,"3,50 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CENTRO - VALENCA,FLORESTA,,24,,,1,,,"62,60 %","62,60",,"0,14",,,"167,86",,,"1,57 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,CENTRO MARICA,GMAP,,1023,,,219,,,"39,98 %","39,98",,"21,49",,,"47,60",,,"17,15 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,COELHO DA ROCHA,TORRE,,44,,,6,,,"45,68 %","45,68",,"0,74",,,"59,57",,,"2,82 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,COLUBANDE,ALVORADA,,2572,,,1297,,,"30,09 %","30,09",,"144,20",,,"17,84",,,"69,25 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,COPACABANA,ALVORADA,,6347,,,3210,,,"31,15 %","31,15",,"351,69",,,"18,05",,,"68,88 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,COSMOS,RAMIGOS,,817,,,205,,,"33,95 %","33,95",,"25,57",,,"31,96",,,"15,39 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,COVELO - PACIENCIA,NDP,,185,,,16,,,"48,80 %","48,80",,"3,80",,,"48,54",,,"7,73 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,DUQUE DE CAXIAS,GMAP,,277,,,58,,,"40,65 %","40,65",,"4,28",,,"64,83",,,"12,80 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,DUQUE DE CAXIAS,TORRE,,1411,,,149,,,"41,01 %","41,01",,"13,28",,,"106,21",,,"15,12 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ENGENHO DO MATO,PADRAO,,311,,,29,,,"37,80 %","37,80",,"5,11",,,"60,83",,,"13,12 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,FENIX - VL DA PENHA QUITUNGO,FENIX,,215,,,53,,,"37,02 %","37,02",,"12,94",,,"16,65",,,"16,47 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,FONSECA,PADRAO,,359,,,49,,,"35,31 %","35,31",,"9,21",,,"38,93",,,"17,59 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,FREGUESIA,TORRE,,1265,,,139,,,"42,54 %","42,54",,"12,49",,,"101,32",,,"17,25 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,GA - FRAGOSO,RAMIGOS,,310,,,31,,,"33,80 %","33,80",,"3,34",,,"92,95",,,"31,72 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,GA - PIABETA (INHOMIRIM),RAMIGOS,,729,,,102,,,"34,57 %","34,57",,"14,48",,,"50,37",,,"11,98 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,IGUABA GRANDE,ALVORADA,,5048,,,2549,,,"31,26 %","31,26",,"241,33",,,"20,92",,,"62,74 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,INOA,ALVORADA,,5256,,,2636,,,"31,37 %","31,37",,"330,84",,,"15,89",,,"66,49 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ITABORAI - CENTRO ,ALVORADA,,3120,,,1558,,,"31,64 %","31,64",,"157,71",,,"19,78",,,"72,62 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ITABORAI 1,ALVORADA,,3753,,,1883,,,"31,45 %","31,45",,"222,00",,,"16,91",,,"75,99 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ITAIPU,PADRAO,,130,,,16,,,"35,98 %","35,98",,"2,71",,,"47,83",,,"6,62 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,JARDIM CATARINA,ALVORADA,,2471,,,1242,,,"31,59 %","31,59",,"159,88",,,"15,46",,,"66,84 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,JARDIM REDENTOR,RAMIGOS,,602,,,146,,,"33,17 %","33,17",,"16,44",,,"36,60",,,"14,91 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,LARGO DA BATALHA,PADRAO,,112,,,18,,,"37,45 %","37,45",,"1,23",,,"90,57",,,"3,94 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,LOTE XV,PADRAO,,252,,,34,,,"37,94 %","37,94",,"5,16",,,"48,78",,,"8,20 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MACAE,ALVORADA,,1989,,,1002,,,"31,43 %","31,43",,"104,34",,,"19,06",,,"48,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MAGE 1,ALVORADA,,3765,,,1897,,,"31,41 %","31,41",,"266,85",,,"14,11",,,"80,49 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MAGE 2,ALVORADA,,1922,,,966,,,"31,58 %","31,58",,"121,51",,,"15,82",,,"51,97 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MANILHA,GMAP,,269,,,40,,,"42,85 %","42,85",,"2,45",,,"109,60",,,"15,91 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARACANA,ALVORADA,,3225,,,1621,,,"31,59 %","31,59",,"201,88",,,"15,98",,,"60,44 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARACANA,TORRE,,2639,,,202,,,"44,45 %","44,45",,"20,26",,,"130,28",,,"25,24 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARE,TORRE,,26,,,3,,,"47,74 %","47,74",,"0,12",,,"229,46",,,"3,16 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARIA DA GRACA,TORRE,,1391,,,158,,,"44,10 %","44,10",,"11,28",,,"123,30",,,"15,96 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARICÁ,ALVORADA,,2890,,,1446,,,"31,68 %","31,68",,"182,37",,,"15,84",,,"69,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MARICA - CORDEIRINHO,ALVORADA,,2867,,,1444,,,"31,43 %","31,43",,"141,08",,,"20,32",,,"48,48 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MERCK,TORRE,,898,,,99,,,"44,48 %","44,48",,"15,13",,,"59,36",,,"13,39 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,MESQUITA,PADRAO,,209,,,19,,,"39,68 %","39,68",,"3,42",,,"61,08",,,"11,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NDP - NILOPOLIS ,NDP,,152,,,8,,,"29,12 %","29,12",,"0,77",,,"196,50",,,"7,96 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NDP - PARQUE ANCHIETA,NDP,,57,,,3,,,"29,12 %","29,12",,"0,61",,,"94,15",,,"3,52 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NOVA CIDADE,ALVORADA,,5511,,,2776,,,"31,43 %","31,43",,"358,82",,,"15,36",,,"87,52 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NOVA FRIBURGO,GMAP,,349,,,68,,,"37,25 %","37,25",,"5,23",,,"66,67",,,"17,45 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NOVA IGUACU,PADRAO,,213,,,25,,,"39,01 %","39,01",,"4,02",,,"52,94",,,"10,12 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,NOVA IGUACU,TORRE,,2085,,,211,,,"42,23 %","42,23",,"15,01",,,"138,94",,,"18,81 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PACHECO,GMAP,,588,,,136,,,"39,42 %","39,42",,"16,23",,,"36,20",,,"16,29 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PARK SHOPPING,TORRE,,1376,,,97,,,"43,60 %","43,60",,"13,79",,,"99,80",,,"15,24 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PAVUNA,GMAP,,492,,,94,,,"42,01 %","42,01",,"9,36",,,"52,55",,,"20,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PETROPOLIS,GMAP,,333,,,65,,,"39,41 %","39,41",,"5,27",,,"63,23",,,"17,60 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PILARES,TORRE,,665,,,54,,,"41,54 %","41,54",,"4,28",,,"155,42",,,"9,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PIRATININGA,PADRAO,,393,,,34,,,"38,35 %","38,35",,"4,59",,,"85,76",,,"12,11 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PORTO NOVO,PADRAO,,152,,,10,,,"33,82 %","33,82",,"1,93",,,"78,68",,,"8,82 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PORTO VELHO,PADRAO,,188,,,31,,,"37,51 %","37,51",,"4,94",,,"38,00",,,"7,32 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PRACA DAS NACOES,TORRE,,725,,,73,,,"42,81 %","42,81",,"9,79",,,"74,08",,,"12,76 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,PRACA SECA,TORRE,,1251,,,107,,,"44,24 %","44,24",,"12,75",,,"98,10",,,"17,33 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,QUITANDINHA PETROPOLIS,GMAP,,442,,,107,,,"37,81 %","37,81",,"19,44",,,"22,74",,,"17,65 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,RIGAAS - BENFICA,RAMIGOS,,126,,,19,,,"34,70 %","34,70",,"1,98",,,"63,60",,,"10,51 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,RIO BONITO 2,ALVORADA,,4088,,,2050,,,"31,60 %","31,60",,"293,70",,,"13,92",,,"70,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,RIO DAS PEDRA,TORRE,,602,,,59,,,"45,30 %","45,30",,"4,69",,,"128,56",,,"7,50 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,RIO DO OURO,ALVORADA,,1547,,,768,,,"31,67 %","31,67",,"104,09",,,"14,86",,,"68,20 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,ROLAMAO - PINHEIRAL,FLORESTA,,18,,,1,,,"32,38 %","32,38",,"0,02",,,"809,10",,,"1,56 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,S CECILIA - V.REDONDA,FLORESTA,,48,,,2,,,"40,10 %","40,10",,"0,19",,,"248,91",,,"2,42 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SANTO CRISTO,GMAP,,539,,,78,,,"40,74 %","40,74",,"9,10",,,"59,26",,,"18,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SAO CONRADO 1,TORRE,,1101,,,149,,,"41,82 %","41,82",,"10,41",,,"105,80",,,"13,87 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SAO CONRADO 2,TORRE,,1071,,,82,,,"45,59 %","45,59",,"7,37",,,"145,32",,,"14,56 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SAO JOAO DE MERITI,GMAP,,413,,,92,,,"39,49 %","39,49",,"6,02",,,"68,62",,,"19,52 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SAO LUCAS - V.REDONDA,FLORESTA,,36,,,2,,,"32,71 %","32,71",,"0,20",,,"179,80",,,"3,17 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SAO PEDRO DA ALDEIA,ALVORADA,,3642,,,1840,,,"31,23 %","31,23",,"212,49",,,"17,14",,,"68,09 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SARACURUNA,GMAP,,195,,,66,,,"37,23 %","37,23",,"9,36",,,"20,79",,,"5,03 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SENADOR CAMARA,GMAP,,244,,,40,,,"38,75 %","38,75",,"3,87",,,"62,95",,,"10,08 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,SEPETIBAO,RAMIGOS,,885,,,297,,,"33,88 %","33,88",,"42,04",,,"21,06",,,"30,11 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,STA CRUZ DA SERRA,PADRAO,,108,,,14,,,"29,69 %","29,69",,"1,59",,,"67,94",,,"10,59 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,TANGUA,ALVORADA,,2358,,,1190,,,"31,32 %","31,32",,"140,58",,,"16,78",,,"62,77 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,TANUS BEDRAN,GMAP,,533,,,132,,,"38,95 %","38,95",,"17,20",,,"30,99",,,"31,85 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,TAQUARA,TORRE,,760,,,88,,,"42,78 %","42,78",,"6,91",,,"110,02",,,"11,86 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,TIJUCA,TORRE,,2663,,,204,,,"43,65 %","43,65",,"22,62",,,"117,72",,,"25,72 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,TRINDADE,ALVORADA,,3231,,,1624,,,"31,58 %","31,58",,"208,57",,,"15,49",,,"78,47 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,V.DOS TELES S.J.MERITI,GMAP,,601,,,182,,,"37,99 %","37,99",,"19,30",,,"31,14",,,"17,97 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,VALVERDE,PADRAO,,303,,,37,,,"36,18 %","36,18",,"5,81",,,"52,09",,,"12,00 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DOCE VARIADO,VILA DO JOAO,TORRE,,186,,,40,,,"46,76 %","46,76",,"5,47",,,"34,06",,,"8,62 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,AGUA MINERAL,ALVORADA,,156,,,39,,,"48,34 %","48,34",,"4,32",,,"36,05",,,"4,94 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ALCANTARA,GMAP,,114,,,38,,,"43,86 %","43,86",,"9,17",,,"12,39",,,"6,74 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,140,,,35,,,"49,48 %","49,48",,"5,65",,,"24,73",,,"1,63 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ANCHIETA,RAMIGOS,,346,,,78,,,"30,49 %","30,49",,"9,18",,,"37,72",,,"4,41 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ARARUAMA 1,ALVORADA,,192,,,48,,,"48,66 %","48,66",,"7,30",,,"26,22",,,"2,40 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ARARUAMA 2,ALVORADA,,48,,,12,,,"49,96 %","49,96",,"3,61",,,"13,25",,,"1,71 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ARSENAL,ALVORADA,,164,,,41,,,"48,99 %","48,99",,"8,13",,,"20,12",,,"1,95 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,ATERRADO - V.REDONDA,FLORESTA,,113,,,19,,,"66,68 %","66,68",,"3,17",,,"35,67",,,"4,79 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BACAXA - SAQUAREMA,ALVORADA,,160,,,40,,,"48,65 %","48,65",,"5,36",,,"29,80",,,"3,10 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BANDEIRANTES S.GONCALO,GMAP,,140,,,47,,,"39,77 %","39,77",,"5,34",,,"26,29",,,"4,79 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BANGU,RAMIGOS,,162,,,45,,,"30,75 %","30,75",,"6,42",,,"25,14",,,"4,83 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA DA TIJUCA,TORRE,,223,,,56,,,"48,32 %","48,32",,"5,24",,,"42,64",,,"1,43 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,214,,,65,,,"37,95 %","37,95",,"7,74",,,"27,68",,,"3,05 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,207,,,63,,,"36,77 %","36,77",,"5,89",,,"35,19",,,"2,35 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,128,,,39,,,"40,35 %","40,35",,"6,65",,,"19,29",,,"7,02 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,132,,,40,,,"37,31 %","37,31",,"6,61",,,"19,91",,,"4,74 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - GUARATIBA,BARRA OESTE,,118,,,36,,,"38,18 %","38,18",,"5,07",,,"23,38",,,"7,42 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,270,,,82,,,"36,64 %","36,64",,"6,89",,,"39,13",,,"7,73 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - RECREIO I,BARRA OESTE,,207,,,63,,,"37,53 %","37,53",,"5,90",,,"35,02",,,"3,87 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - RECREIO II,BARRA OESTE,,181,,,55,,,"37,52 %","37,52",,"6,58",,,"27,45",,,"11,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRA OESTE - TANQUE,BARRA OESTE,,313,,,95,,,"36,74 %","36,74",,"13,60",,,"22,98",,,"6,56 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BARRETO,PADRAO,,109,,,26,,,"40,98 %","40,98",,"5,02",,,"21,68",,,"4,46 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BELFORD ROXO,TORRE,,436,,,104,,,"46,67 %","46,67",,"13,80",,,"31,60",,,"8,85 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BIG MARKET 1 - DEODORO,NDP,,57,,,19,,,"65,60 %","65,60",,"2,78",,,"20,45",,,"3,69 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BIG MARKET 2 - STA MARGARIDA,NDP,,87,,,29,,,"49,29 %","49,29",,"2,67",,,"32,51",,,"7,21 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BOTAFOGO,ALVORADA,,222,,,55,,,"49,08 %","49,08",,"7,12",,,"31,20",,,"3,84 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,BUZIOS,ALVORADA,,112,,,28,,,"47,74 %","47,74",,"3,57",,,"31,26",,,"3,20 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,56,,,14,,,"49,59 %","49,59",,"1,58",,,"35,41",,,"1,18 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,,104,,,26,,,"48,67 %","48,67",,"2,86",,,"36,24",,,"1,86 %"
MERCEARIA,BOMBONIERE,GULOUSEIMAS,DROPS-PASTILHAS,CABO FRIO 3 - JD ESPERANCA,ALVORADA,,88,,,22,,,"49,22 %","49,22",,"4,41",,,"19,88",,,"3,18 %"
