Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,STA CRUZ DA SERRA,PADRAO,1723,1550,"-10,07 %",215,209,"-2,79 %","32,40 %","30,81 %","-1,59","16,69","18,33","9,82 %","103,25","84,54","-18,11 %","9,34 %","12,69 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TAMOIOS UNAMAR,ALVORADA,3007,3184,"5,89 %",330,367,"11,21 %","40,55 %","34,65 %","-5,90","11,14","15,21","36,47 %","269,85","209,37","-22,41 %","14,13 %","19,32 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TANGUA,ALVORADA,880,719,"-18,35 %",104,75,"-27,88 %","33,43 %","31,77 %","-1,66","6,97","7,79","11,78 %","126,21","92,19","-26,96 %","4,47 %","7,22 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TANUS BEDRAN,GMAP,2635,2669,"1,31 %",294,283,"-3,74 %","40,55 %","42,52 %","1,97","35,06","40,78","16,30 %","75,14","65,45","-12,89 %","23,22 %","25,32 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TAQUARA,TORRE,3297,3575,"8,45 %",363,394,"8,54 %","34,77 %","36,45 %","1,68","17,89","24,95","39,45 %","184,24","143,28","-22,23 %","17,60 %","20,54 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TIJUCA,TORRE,3746,4171,"11,33 %",418,471,"12,68 %","36,97 %","37,22 %","0,25","38,38","43,15","12,43 %","97,60","96,65","-0,97 %","24,26 %","27,03 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,TRINDADE,ALVORADA,958,1099,"14,67 %",106,133,"25,47 %","35,27 %","34,25 %","-1,02","15,13","12,73","-15,84 %","63,36","86,33","36,26 %","9,65 %","12,53 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,V.DOS TELES S.J.MERITI,GMAP,4552,4862,"6,82 %",509,505,"-0,79 %","39,44 %","42,29 %","2,85","42,12","40,44","-3,99 %","108,07","120,24","11,26 %","12,93 %","15,18 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,VALVERDE,PADRAO,3596,5305,"47,50 %",431,648,"50,35 %","31,47 %","29,64 %","-1,83","30,79","35,31","14,68 %","116,80","150,23","28,62 %","9,63 %","15,74 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO COLORIDO,VILA DO JOAO,TORRE,4093,4357,"6,46 %",511,481,"-5,87 %","36,71 %","38,35 %","1,64","42,05","44,77","6,48 %","97,34","97,32","-0,02 %","15,88 %","17,90 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,AGUA MINERAL,ALVORADA,10102,6009,"-40,51 %",2611,971,"-62,81 %","7,15 %","9,68 %","2,53","141,74","65,02","-54,13 %","71,27","92,43","29,69 %","89,80 %","84,15 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ALCANTARA,GMAP,18799,21557,"14,67 %",4784,3770,"-21,20 %","7,55 %","13,18 %","5,63","376,32","308,85","-17,93 %","49,95","69,80","39,72 %","84,36 %","84,44 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,11281,8227,"-27,07 %",2685,1382,"-48,53 %","5,82 %","6,15 %","0,34","99,74","69,08","-30,74 %","113,10","119,09","5,29 %","93,26 %","87,39 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ANCHIETA,RAMIGOS,20986,18950,"-9,70 %",5175,3153,"-39,07 %","7,72 %","10,03 %","2,31","197,42","126,50","-35,92 %","106,30","149,80","40,92 %","82,97 %","79,93 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ARARUAMA 1,ALVORADA,16210,11723,"-27,68 %",3924,1960,"-50,05 %","5,55 %","6,67 %","1,12","178,44","97,35","-45,45 %","90,84","120,43","32,57 %","89,60 %","87,46 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ARARUAMA 2,ALVORADA,7954,6006,"-24,48 %",1841,1006,"-45,36 %","1,47 %","4,81 %","3,33","96,20","67,56","-29,78 %","82,68","88,91","7,54 %","89,02 %","82,29 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ARSENAL,ALVORADA,8146,8010,"-1,67 %",1981,1335,"-32,63 %","7,36 %","9,03 %","1,67","106,00","72,61","-31,50 %","76,85","110,32","43,55 %","83,79 %","86,77 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ATERRADO - V.REDONDA,FLORESTA,8591,8267,"-3,77 %",2211,1364,"-38,31 %","2,74 %","10,17 %","7,43","117,22","69,55","-40,66 %","73,29","118,86","62,17 %","83,23 %","73,32 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BACAXA - SAQUAREMA,ALVORADA,12066,10198,"-15,48 %",2855,1714,"-39,96 %","6,41 %","5,64 %","-0,78","127,78","81,21","-36,44 %","94,43","125,57","32,98 %","88,99 %","86,52 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BANDEIRANTES S.GONCALO,GMAP,12346,11897,"-3,64 %",3056,2029,"-33,61 %","10,71 %","11,99 %","1,28","170,12","118,75","-30,20 %","72,57","100,18","38,04 %","88,33 %","83,97 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BANGU,GMAP,7128,7378,"3,51 %",1794,1266,"-29,43 %","8,64 %","12,44 %","3,80","109,90","84,38","-23,22 %","64,86","87,44","34,82 %","72,65 %","72,82 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BANGU,RAMIGOS,6338,6486,"2,33 %",1634,1116,"-31,70 %","10,42 %","11,13 %","0,71","107,63","82,98","-22,90 %","58,89","78,16","32,73 %","82,99 %","81,31 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA DA TIJUCA,TORRE,5101,4352,"-14,68 %",1086,694,"-36,10 %","6,85 %","5,71 %","-1,14","45,61","29,32","-35,70 %","111,84","148,41","32,70 %","64,30 %","55,95 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,6401,6210,"-2,99 %",1443,1087,"-24,67 %","7,51 %","8,51 %","1,00","58,71","33,04","-43,73 %","109,04","187,97","72,39 %","73,15 %","72,65 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,4886,5324,"8,94 %",971,841,"-13,39 %","14,07 %","5,30 %","-8,77","48,16","39,66","-17,65 %","101,46","134,23","32,30 %","56,78 %","56,47 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,9738,8663,"-11,04 %",2488,1455,"-41,52 %","7,75 %","9,13 %","1,37","131,93","78,62","-40,41 %","73,81","110,18","49,28 %","83,71 %","82,67 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - CASCADURA,BARRA OESTE,6878,8141,"18,35 %",1692,1356,"-19,86 %","8,90 %","6,79 %","-2,12","117,19","96,43","-17,72 %","58,70","84,42","43,83 %","76,02 %","78,01 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,11047,7673,"-30,55 %",2853,1355,"-52,51 %","5,30 %","6,15 %","0,85","221,00","117,86","-46,67 %","49,99","65,10","30,23 %","79,25 %","75,52 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - GUARATIBA,BARRA OESTE,9816,10464,"6,60 %",2311,1757,"-23,97 %","5,96 %","10,68 %","4,72","126,13","93,47","-25,89 %","77,83","111,95","43,85 %","81,19 %","81,84 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,19016,18802,"-1,13 %",4548,3181,"-30,06 %","5,50 %","10,19 %","4,69","204,73","135,24","-33,94 %","92,89","139,03","49,68 %","82,88 %","80,31 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - RECREIO I,BARRA OESTE,8321,7142,"-14,18 %",1879,1159,"-38,32 %","7,78 %","8,59 %","0,81","79,02","50,78","-35,74 %","105,31","140,65","33,56 %","75,73 %","69,23 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - RECREIO II,BARRA OESTE,9433,8779,"-6,94 %",2270,1529,"-32,64 %","9,04 %","8,66 %","-0,38","130,09","107,42","-17,42 %","72,51","81,72","12,70 %","78,87 %","78,31 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - RIACHUELO,BARRA OESTE,11396,6408,"-43,77 %",2813,1102,"-60,82 %","4,48 %","5,40 %","0,92","239,14","85,13","-64,40 %","47,66","75,27","57,96 %","84,87 %","73,89 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - TANQUE,BARRA OESTE,9899,8911,"-9,98 %",2346,1480,"-36,91 %","7,65 %","8,68 %","1,03","142,66","102,16","-28,39 %","69,39","87,23","25,71 %","77,32 %","72,29 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRA OESTE - VIA PARQUE,BARRA OESTE,2727,2031,"-25,51 %",620,315,"-49,19 %","7,91 %","9,97 %","2,06","36,53","14,62","-59,99 %","74,64","138,98","86,19 %","59,52 %","55,61 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BARRETO,PADRAO,7454,7389,"-0,87 %",1729,1264,"-26,88 %","4,29 %","3,78 %","-0,51","112,65","84,53","-24,96 %","66,17","87,41","32,10 %","86,68 %","85,62 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BELFORD ROXO,TORRE,32224,29531,"-8,36 %",7808,4930,"-36,86 %","3,82 %","11,62 %","7,80","371,70","233,95","-37,06 %","86,69","126,22","45,60 %","86,20 %","85,20 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BIG MARKET 1 - DEODORO,NDP,3171,2783,"-12,26 %",771,485,"-37,09 %","11,67 %","8,37 %","-3,30","45,56","32,93","-27,71 %","69,61","84,49","21,37 %","86,50 %","84,50 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BIG MARKET 2 - STA MARGARIDA,NDP,7206,5541,"-23,11 %",1743,959,"-44,98 %","7,12 %","8,68 %","1,56","92,85","53,33","-42,56 %","77,61","103,89","33,86 %","85,63 %","83,51 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BOTAFOGO,ALVORADA,6997,4890,"-30,12 %",1771,806,"-54,49 %","5,53 %","7,67 %","2,14","109,14","51,35","-52,95 %","64,11","95,22","48,53 %","81,46 %","77,03 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,BUZIOS,ALVORADA,7158,5913,"-17,39 %",1666,990,"-40,58 %","5,77 %","8,31 %","2,54","82,69","44,78","-45,85 %","86,57","132,06","52,55 %","87,20 %","77,57 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,6529,4851,"-25,71 %",1609,794,"-50,65 %","1,95 %","7,28 %","5,32","63,24","43,18","-31,72 %","103,23","112,33","8,81 %","82,84 %","82,66 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,21349,16650,"-22,01 %",5426,2789,"-48,60 %","6,54 %","6,17 %","-0,36","233,49","134,29","-42,49 %","91,43","123,99","35,61 %","91,40 %","88,66 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CABO FRIO 3 - JD ESPERANCA,ALVORADA,21934,19887,"-9,33 %",5535,3351,"-39,46 %","7,39 %","10,16 %","2,77","270,79","228,04","-15,79 %","81,00","87,21","7,66 %","94,28 %","89,71 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CAMPO GRANDE,TORRE,10445,9351,"-10,48 %",2282,1499,"-34,31 %","7,72 %","10,80 %","3,08","115,74","81,25","-29,80 %","90,25","115,09","27,53 %","77,12 %","78,26 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CASIMIRO DE ABREU,ALVORADA,8141,5780,"-29,01 %",2001,972,"-51,42 %","4,86 %","3,60 %","-1,26","99,14","60,90","-38,57 %","82,12","94,90","15,57 %","89,94 %","85,79 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CD - FLORESTA,FLORESTA,967,7355,"660,46 %",222,1104,"397,30 %","23,12 %","21,44 %","-1,68","0,37","0,60","62,46 %","2597,83","12159,95","368,08 %","100,00 %","100,00 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CENTRO - B.MANSA,FLORESTA,7692,8040,"4,52 %",1996,1362,"-31,76 %","-0,09 %","9,91 %","10,01","111,43","90,53","-18,76 %","69,03","88,81","28,66 %","85,37 %","80,03 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CENTRO - RESENDE,FLORESTA,3970,4471,"12,61 %",939,719,"-23,43 %","9,99 %","10,30 %","0,31","64,50","61,57","-4,55 %","61,55","72,61","17,97 %","86,72 %","65,20 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CENTRO - V.REDONDA,FLORESTA,4179,3582,"-14,28 %",1071,585,"-45,38 %","-2,29 %","12,98 %","15,27","81,74","60,35","-26,17 %","51,12","59,36","16,11 %","84,54 %","77,63 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CENTRO - VALENCA,FLORESTA,6451,5324,"-17,47 %",1670,865,"-48,20 %","-4,65 %","7,15 %","11,80","71,93","56,57","-21,35 %","89,69","94,12","4,94 %","85,31 %","87,13 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,CENTRO MARICA,GMAP,31142,29157,"-6,37 %",7813,5031,"-35,61 %","12,30 %","10,73 %","-1,58","333,03","212,90","-36,07 %","93,51","136,95","46,45 %","80,04 %","77,13 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COELHO DA ROCHA,TORRE,14048,14152,"0,75 %",3647,2427,"-33,45 %","4,34 %","10,97 %","6,64","198,07","154,38","-22,06 %","70,92","91,67","29,26 %","86,83 %","87,11 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COELHO NETO,GMAP,14903,12552,"-15,77 %",3945,2214,"-43,88 %","11,20 %","10,70 %","-0,50","204,99","131,97","-35,62 %","72,70","95,11","30,83 %","83,33 %","79,67 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COLUBANDE,ALVORADA,9254,6841,"-26,07 %",2320,1182,"-49,05 %","5,87 %","8,53 %","2,66","103,15","49,17","-52,33 %","89,71","139,14","55,09 %","89,69 %","85,70 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COPACABANA,ALVORADA,10348,8529,"-17,58 %",2565,1480,"-42,30 %","7,35 %","5,42 %","-1,93","160,29","92,93","-42,02 %","64,56","91,78","42,15 %","83,17 %","77,63 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COSMOS,RAMIGOS,13365,12806,"-4,18 %",3266,2122,"-35,03 %","7,07 %","9,62 %","2,55","149,71","111,66","-25,41 %","89,28","114,69","28,46 %","85,94 %","83,96 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,COVELO - PACIENCIA,NDP,11066,11663,"5,40 %",2929,2088,"-28,71 %","6,21 %","12,74 %","6,54","179,82","134,31","-25,31 %","61,54","86,84","41,11 %","84,71 %","84,32 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,DUQUE DE CAXIAS,GMAP,19320,15477,"-19,89 %",4988,2755,"-44,77 %","10,15 %","12,99 %","2,84","294,96","163,76","-44,48 %","65,50","94,52","44,30 %","86,25 %","82,17 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,DUQUE DE CAXIAS,TORRE,23095,19010,"-17,69 %",5165,3033,"-41,28 %","3,24 %","8,00 %","4,76","212,70","125,53","-40,99 %","108,58","151,44","39,48 %","82,73 %","80,93 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ENGENHO DO MATO,PADRAO,4310,5271,"22,29 %",1019,904,"-11,25 %","2,97 %","4,89 %","1,91","75,51","62,08","-17,79 %","57,08","84,90","48,75 %","81,05 %","80,27 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,FENIX - MERCADO MULTI PENHA,FENIX,5314,8062,"51,72 %",1402,1332,"-4,99 %","-1,59 %","22,43 %","24,02","134,48","101,65","-24,41 %","39,51","79,31","100,72 %","79,99 %","77,13 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,FENIX - NOVA BRASILIA,FENIX,9140,7671,"-16,07 %",2205,1301,"-41,00 %","11,06 %","27,71 %","16,65","205,91","141,63","-31,22 %","44,39","54,17","22,02 %","85,97 %","79,43 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,FENIX - VL DA PENHA QUITUNGO,FENIX,8616,8054,"-6,52 %",2190,1542,"-29,59 %","-1,36 %","9,20 %","10,56","152,33","88,24","-42,07 %","56,56","91,27","61,36 %","87,81 %","85,16 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,FONSECA,PADRAO,11763,13160,"11,87 %",2985,2250,"-24,61 %","3,96 %","3,67 %","-0,29","200,15","151,52","-24,30 %","58,77","86,85","47,78 %","84,88 %","86,16 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,FREGUESIA,TORRE,6110,5564,"-8,93 %",1368,918,"-32,89 %","5,35 %","7,09 %","1,74","91,58","60,31","-34,14 %","66,71","92,25","38,28 %","79,16 %","76,26 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,GA - FRAGOSO,RAMIGOS,11611,10115,"-12,89 %",2760,1709,"-38,08 %","7,81 %","12,26 %","4,45","174,32","103,58","-40,58 %","66,61","97,65","46,59 %","89,61 %","86,01 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,GA - PIABETA (INHOMIRIM),RAMIGOS,34546,29465,"-14,71 %",7846,4903,"-37,51 %","4,99 %","11,45 %","6,46","313,14","187,44","-40,14 %","110,32","157,20","42,49 %","88,06 %","81,32 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,IGUABA GRANDE,ALVORADA,15769,14859,"-5,77 %",3889,2454,"-36,90 %","6,12 %","6,52 %","0,40","171,09","131,69","-23,03 %","92,17","112,84","22,43 %","87,34 %","83,81 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,INHAUMA,PADRAO,6358,4705,"-26,00 %",1609,808,"-49,78 %","3,21 %","7,01 %","3,79","95,02","64,77","-31,83 %","66,91","72,64","8,57 %","81,23 %","73,46 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,INOA,ALVORADA,18134,17097,"-5,72 %",4455,2795,"-37,26 %","7,78 %","8,90 %","1,12","223,10","159,86","-28,34 %","81,28","106,95","31,57 %","83,99 %","83,95 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ITABORAI - CENTRO ,ALVORADA,8450,7779,"-7,94 %",1940,1296,"-33,20 %","4,79 %","5,71 %","0,93","98,63","78,17","-20,74 %","85,67","99,51","16,15 %","88,63 %","84,22 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ITABORAI 1,ALVORADA,20552,18355,"-10,69 %",4889,3041,"-37,80 %","6,98 %","7,99 %","1,01","284,83","187,65","-34,12 %","72,16","97,81","35,56 %","91,85 %","90,37 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,ITAIPU,PADRAO,10472,13001,"24,15 %",2289,2172,"-5,09 %","4,90 %","2,88 %","-2,02","109,00","94,29","-13,49 %","96,07","137,88","43,51 %","80,52 %","79,65 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,JARDIM CATARINA,ALVORADA,6230,5944,"-4,58 %",1546,1012,"-34,54 %","5,34 %","6,54 %","1,19","101,59","77,78","-23,44 %","61,32","76,43","24,63 %","85,74 %","86,92 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,JARDIM REDENTOR,RAMIGOS,23080,21734,"-5,83 %",6006,3699,"-38,41 %","8,33 %","10,95 %","2,62","253,54","185,03","-27,02 %","91,03","117,46","29,04 %","87,61 %","84,39 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,LARGO DA BATALHA,PADRAO,23706,23091,"-2,59 %",5796,4043,"-30,25 %","4,44 %","4,76 %","0,32","230,82","167,67","-27,36 %","102,70","137,72","34,10 %","83,12 %","83,20 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,LOTE XV,PADRAO,34926,28546,"-18,27 %",8498,4875,"-42,63 %","2,18 %","6,61 %","4,43","391,00","248,93","-36,33 %","89,33","114,67","28,38 %","85,70 %","82,42 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MACAE,ALVORADA,17104,12225,"-28,53 %",4016,2039,"-49,23 %","5,38 %","5,65 %","0,27","229,97","151,06","-34,31 %","74,38","80,93","8,81 %","90,34 %","82,07 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MACAE 2 - GLÓRIA,ALVORADA,7027,5027,"-28,46 %",1634,828,"-49,33 %","0,54 %","8,91 %","8,37","44,56","32,17","-27,80 %","157,70","156,27","-0,91 %","77,22 %","80,90 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MAGE 1,ALVORADA,8590,6860,"-20,15 %",2212,1160,"-47,56 %","3,33 %","8,30 %","4,97","123,46","80,00","-35,20 %","69,58","85,75","23,24 %","92,36 %","89,15 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MAGE 2,ALVORADA,18821,15665,"-16,77 %",4490,2565,"-42,87 %","6,35 %","8,61 %","2,27","174,29","108,35","-37,83 %","107,99","144,58","33,88 %","88,77 %","87,06 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARACANA,ALVORADA,6475,6455,"-0,30 %",1594,1099,"-31,05 %","4,44 %","6,23 %","1,78","99,67","65,29","-34,49 %","64,96","98,87","52,19 %","85,73 %","80,96 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARACANA,TORRE,7108,7454,"4,86 %",1676,1277,"-23,81 %","2,43 %","5,85 %","3,42","79,42","60,47","-23,87 %","89,50","123,27","37,74 %","73,47 %","71,76 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARE,TORRE,11114,8324,"-25,10 %",2603,1412,"-45,75 %","4,50 %","12,99 %","8,49","166,46","102,98","-38,13 %","66,77","80,83","21,06 %","87,78 %","87,75 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARIA DA GRACA,TORRE,32598,26603,"-18,39 %",8039,4489,"-44,16 %","4,57 %","10,71 %","6,14","332,09","193,75","-41,66 %","98,16","137,31","39,88 %","82,12 %","79,27 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARICÁ,ALVORADA,8661,4718,"-45,52 %",2270,753,"-66,83 %","4,41 %","10,20 %","5,79","90,83","45,32","-50,10 %","95,36","104,11","9,18 %","90,72 %","85,29 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MARICA - CORDEIRINHO,ALVORADA,8888,8540,"-3,92 %",2197,1409,"-35,87 %","5,71 %","7,13 %","1,42","83,02","74,04","-10,82 %","107,06","115,34","7,74 %","84,54 %","84,39 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MERCK,TORRE,12953,9855,"-23,91 %",3272,1687,"-48,44 %","3,17 %","4,55 %","1,37","194,96","109,69","-43,74 %","66,44","89,85","35,24 %","82,50 %","80,40 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,MESQUITA,PADRAO,27434,19756,"-27,99 %",6686,3368,"-49,63 %","2,00 %","3,98 %","1,98","341,37","176,12","-48,41 %","80,36","112,17","39,58 %","85,71 %","81,25 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NDP - NILOPOLIS ,NDP,18397,16232,"-11,77 %",4636,2835,"-38,85 %","9,90 %","10,12 %","0,22","273,10","206,09","-24,54 %","67,36","78,76","16,93 %","89,92 %","88,97 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NDP - PARQUE ANCHIETA,NDP,5673,5454,"-3,87 %",1413,906,"-35,88 %","8,13 %","8,61 %","0,48","91,64","68,13","-25,66 %","61,90","80,05","29,32 %","86,19 %","83,75 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NDP MATRIZ,NDP,43591,14577,"-66,56 %",12180,3390,"-72,17 %","0,02 %","0,00 %","-0,02","18,00","4,00","-77,78 %","2421,73","3644,25","50,48 %","97,32 %","100,00 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA AMERICA,PADRAO,4244,3444,"-18,85 %",953,571,"-40,08 %","2,61 %","4,76 %","2,15","66,80","53,28","-20,25 %","63,52","64,64","1,76 %","72,88 %","67,89 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA CIDADE,ALVORADA,10005,7752,"-22,52 %",2503,1295,"-48,26 %","5,96 %","6,29 %","0,33","176,11","98,25","-44,21 %","56,81","78,90","38,89 %","89,82 %","86,01 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA FRIBURGO,GMAP,19689,19349,"-1,72 %",4896,3352,"-31,54 %","11,40 %","11,41 %","0,01","287,10","188,56","-34,32 %","68,58","102,61","49,63 %","79,83 %","75,76 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA IGUACU,PADRAO,19284,16780,"-12,99 %",4642,2908,"-37,36 %","-0,14 %","5,32 %","5,46","219,93","156,28","-28,94 %","87,68","107,37","22,46 %","84,56 %","83,14 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA IGUACU,TORRE,10978,9442,"-13,99 %",2380,1485,"-37,61 %","5,48 %","9,31 %","3,83","141,28","87,03","-38,40 %","77,70","108,49","39,62 %","73,81 %","73,54 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,NOVA IGUACU CALCADAO,TORRE,13754,10059,"-26,86 %",3315,1678,"-49,38 %","4,64 %","8,34 %","3,70","199,32","123,79","-37,89 %","69,00","81,26","17,76 %","81,15 %","80,02 %"
MERCEARIA,CEREAIS,FEIJAO,FEIJAO PRETO,PACHECO,GMAP,21131,22512,"6,54 %",5501,3911,"-28,90 %","13,55 %","13,61 %","0,05","248,14","177,95","-28,29 %","85,16","126,51","48,56 %","86,83 %","85,97 %"
