Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,BUZIOS,ALVORADA,42,,"-100,00 %",3,,"-100,00 %","40,67 %",,"-40,67","1,37",,"-100,00 %","30,45",,"-100,00 %","6,71 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,30,,"-100,00 %",4,,"-100,00 %","46,17 %",,"-46,17","0,36",,"-100,00 %","84,87",,"-100,00 %","3,63 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CABO FRIO 3 - JD ESPERANCA,ALVORADA,8,,"-100,00 %",1,,"-100,00 %","47,71 %",,"-47,71","0,05",,"-100,00 %","166,98",,"-100,00 %","1,03 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CAMPO GRANDE,TORRE,156,134,"-13,80 %",22,19,"-13,64 %","52,77 %","58,73 %","5,96","1,99","1,10","-44,61 %","78,03","121,44","55,64 %","5,50 %","5,01 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CASIMIRO DE ABREU,ALVORADA,,8,,,1,,,"55,50 %","55,50",,"0,07",,,"111,86",,,"2,05 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CENTRO - B.MANSA,FLORESTA,20,,"-100,00 %",2,,"-100,00 %","67,98 %",,"-67,98","0,24",,"-100,00 %","82,68",,"-100,00 %","3,00 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,CENTRO - RESENDE,FLORESTA,10,,"-100,00 %",1,,"-100,00 %","62,16 %",,"-62,16","0,11",,"-100,00 %","89,91",,"-100,00 %","2,65 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,COELHO DA ROCHA,TORRE,21,28,"33,33 %",3,4,"33,33 %","51,21 %","58,05 %","6,84","0,33","0,54","65,30 %","64,33","51,89","-19,34 %","3,81 %","6,35 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,COPACABANA,ALVORADA,17,,"-100,00 %",1,,"-100,00 %","39,58 %",,"-39,58","0,02",,"-100,00 %","820,32",,"-100,00 %","1,22 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,COSMOS,RAMIGOS,,55,,,10,,,"41,53 %","41,53",,"0,60",,,"91,45",,,"3,89 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,COVELO - PACIENCIA,NDP,39,30,"-23,09 %",6,5,"-16,67 %","42,99 %","41,90 %","-1,09","0,74","0,18","-75,08 %","52,52","162,06","208,58 %","4,61 %","2,98 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,DUQUE DE CAXIAS,TORRE,91,14,"-84,61 %",13,2,"-84,62 %","52,13 %","58,15 %","6,02","0,37","0,10","-73,08 %","245,03","140,09","-42,83 %","4,75 %","0,65 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ENGENHO DO MATO,PADRAO,21,7,"-66,67 %",3,1,"-66,67 %","45,06 %","53,09 %","8,03","0,22","0,05","-76,48 %","93,70","132,81","41,75 %","3,57 %","0,81 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,FENIX - MERCADO MULTI PENHA,FENIX,24,24,"-0,71 %",3,4,"33,33 %","51,31 %","43,28 %","-8,04","0,34","0,47","36,46 %","69,91","50,87","-27,24 %","7,55 %","6,24 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,FENIX - VL DA PENHA QUITUNGO,FENIX,,39,,,8,,,"34,68 %","34,68",,"0,70",,,"55,61",,,"6,26 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,FONSECA,PADRAO,91,,"-100,00 %",13,,"-100,00 %","45,35 %",,"-45,35","1,49",,"-100,00 %","61,13",,"-100,00 %","6,79 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,FREGUESIA,TORRE,98,43,"-56,11 %",14,6,"-57,14 %","52,02 %","59,25 %","7,23","1,57","0,39","-75,02 %","62,16","109,22","75,69 %","5,64 %","2,71 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,GA - PIABETA (INHOMIRIM),RAMIGOS,108,78,"-27,78 %",18,13,"-27,78 %","41,40 %","46,68 %","5,28","0,44","0,28","-36,98 %","243,52","279,08","14,60 %","8,33 %","5,30 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,IGUABA GRANDE,ALVORADA,17,,"-100,00 %",1,,"-100,00 %","36,76 %",,"-36,76","0,04",,"-100,00 %","410,16",,"-100,00 %","1,08 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,INHAUMA,PADRAO,7,,"-100,00 %",1,,"-100,00 %","45,06 %",,"-45,06","0,04",,"-100,00 %","188,73",,"-100,00 %","0,85 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ITABORAI - CENTRO ,ALVORADA,114,18,"-84,20 %",15,1,"-93,33 %","46,30 %","40,71 %","-5,60","1,52","0,03","-98,17 %","74,90","647,64","764,67 %","11,93 %","1,92 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ITABORAI 1,ALVORADA,106,48,"-54,88 %",14,6,"-57,14 %","46,17 %","64,17 %","18,00","2,24","1,46","-34,82 %","47,49","32,87","-30,78 %","10,05 %","4,69 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,ITAIPU,PADRAO,7,,"-100,00 %",1,,"-100,00 %","45,06 %",,"-45,06","0,33",,"-100,00 %","20,97",,"-100,00 %","0,77 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,JARDIM CATARINA,ALVORADA,,8,,,1,,,"59,07 %","59,07",,"0,08",,,"103,87",,,"1,63 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,JARDIM REDENTOR,RAMIGOS,,16,,,3,,,"41,53 %","41,53",,"0,25",,,"64,85",,,"1,37 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,LARGO DA BATALHA,PADRAO,7,,"-100,00 %",1,,"-100,00 %","45,66 %",,"-45,66","0,05",,"-100,00 %","153,78",,"-100,00 %","0,47 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,LOTE XV,PADRAO,63,,"-100,00 %",9,,"-100,00 %","45,06 %",,"-45,06","0,39",,"-100,00 %","162,81",,"-100,00 %","3,83 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MACAE,ALVORADA,28,,"-100,00 %",4,,"-100,00 %","41,70 %",,"-41,70","1,29",,"-100,00 %","21,67",,"-100,00 %","2,24 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MACAE 2 - GLÓRIA,ALVORADA,56,,"-100,00 %",8,,"-100,00 %","41,55 %",,"-41,55","0,34",,"-100,00 %","163,59",,"-100,00 %","4,94 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MAGE 2,ALVORADA,38,,"-100,00 %",5,,"-100,00 %","48,55 %",,"-48,55","0,65",,"-100,00 %","58,43",,"-100,00 %","4,13 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARACANA,ALVORADA,,18,,,1,,,"39,44 %","39,44",,"0,06",,,"305,83",,,"2,58 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARACANA,TORRE,96,50,"-48,06 %",13,7,"-46,15 %","54,79 %","59,11 %","4,32","1,30","0,71","-44,92 %","73,99","69,77","-5,71 %","4,63 %","2,07 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARE,TORRE,,15,,,2,,,"58,31 %","58,31",,"0,14",,,"101,78",,,"4,92 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARIA DA GRACA,TORRE,63,7,"-88,87 %",9,1,"-88,89 %","52,16 %","58,33 %","6,17","0,44","0,03","-93,62 %","144,26","251,64","74,43 %","2,66 %","0,33 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARICÁ,ALVORADA,8,8,"5,27 %",1,1,"0,00 %","46,17 %","59,07 %","12,90","0,04","0,07","92,86 %","204,93","111,86","-45,42 %","1,25 %","1,77 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MARICA - CORDEIRINHO,ALVORADA,15,48,"215,81 %",2,6,"200,00 %","47,82 %","55,49 %","7,68","0,10","0,48","376,71 %","151,37","100,28","-33,75 %","1,16 %","5,41 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MERCK,TORRE,35,35,"0,14 %",5,5,"0,00 %","52,16 %","56,64 %","4,48","0,33","0,64","90,56 %","104,24","54,78","-47,45 %","1,77 %","2,88 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,MESQUITA,PADRAO,28,,"-100,00 %",4,,"-100,00 %","45,06 %",,"-45,06","0,28",,"-100,00 %","98,53",,"-100,00 %","2,11 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NDP - NILOPOLIS ,NDP,,14,,,2,,,"46,63 %","46,63",,"0,05",,,"279,05",,,"1,78 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NDP - PARQUE ANCHIETA,NDP,,7,,,1,,,"47,14 %","47,14",,"0,05",,,"129,01",,,"1,42 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA AMERICA,PADRAO,77,,"-100,00 %",11,,"-100,00 %","45,06 %",,"-45,06","0,67",,"-100,00 %","114,92",,"-100,00 %","4,77 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA CIDADE,ALVORADA,23,,"-100,00 %",3,,"-100,00 %","46,17 %",,"-46,17","0,32",,"-100,00 %","71,91",,"-100,00 %","3,73 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA FRIBURGO,GMAP,44,30,"-33,33 %",3,2,"-33,33 %","28,02 %","26,37 %","-1,65","0,40","0,08","-80,44 %","111,76","380,93","240,86 %","4,37 %","2,84 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA IGUACU,PADRAO,35,21,"-40,00 %",5,3,"-40,00 %","45,06 %","53,09 %","8,03","1,59","0,35","-78,13 %","22,00","60,38","174,39 %","2,05 %","1,20 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA IGUACU,TORRE,,121,,,16,,,"61,46 %","61,46",,"0,93",,,"130,49",,,"4,81 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,NOVA IGUACU CALCADAO,TORRE,7,21,"200,00 %",1,3,"200,00 %","52,16 %","58,24 %","6,08","0,03","0,24","852,38 %","279,20","87,95","-68,50 %","0,35 %","1,56 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PARK SHOPPING,TORRE,56,42,"-25,00 %",8,6,"-25,00 %","51,98 %","58,21 %","6,23","0,52","0,23","-55,01 %","107,65","179,47","66,71 %","4,12 %","3,49 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PAVUNA 3,GMAP,15,,"-100,00 %",1,,"-100,00 %","33,60 %",,"-33,60","0,02",,"-100,00 %","606,39",,"-100,00 %","1,77 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PENHA - CURTUME,PADRAO,120,,"-100,00 %",17,,"-100,00 %","45,73 %",,"-45,73","0,61",,"-100,00 %","196,11",,"-100,00 %","10,00 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PILARES,TORRE,126,119,"-5,42 %",18,17,"-5,56 %","52,10 %","58,20 %","6,10","1,86","0,41","-78,19 %","67,52","292,80","333,63 %","5,61 %","5,88 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PIRATININGA,PADRAO,105,,"-100,00 %",15,,"-100,00 %","45,06 %",,"-45,06","0,72",,"-100,00 %","145,99",,"-100,00 %","4,38 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PORTO NOVO,PADRAO,35,,"-100,00 %",5,,"-100,00 %","45,06 %",,"-45,06","0,30",,"-100,00 %","117,26",,"-100,00 %","3,83 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PORTO VELHO,PADRAO,77,,"-100,00 %",11,,"-100,00 %","45,39 %",,"-45,39","0,75",,"-100,00 %","103,81",,"-100,00 %","7,89 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PRACA DAS NACOES,TORRE,,28,,,4,,,"58,33 %","58,33",,"1,15",,,"24,33",,,"1,77 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,PRACA SECA,TORRE,28,14,"-49,93 %",4,2,"-50,00 %","51,92 %","58,33 %","6,41","0,23","0,10","-56,62 %","122,29","141,16","15,43 %","1,22 %","0,80 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,RIGAAS - BENFICA,RAMIGOS,,5,,,1,,,"33,88 %","33,88",,"0,13",,,"43,92",,,"1,65 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,RIO BONITO 2,ALVORADA,,24,,,3,,,"56,42 %","56,42",,"0,10",,,"228,80",,,"2,82 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,RIO DAS PEDRA,TORRE,198,49,"-75,30 %",28,7,"-75,00 %","52,84 %","58,30 %","5,47","1,37","0,40","-70,44 %","144,87","121,06","-16,43 %","6,44 %","2,25 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,S CECILIA - V.REDONDA,FLORESTA,10,,"-100,00 %",1,,"-100,00 %","61,54 %",,"-61,54","0,33",,"-100,00 %","29,97",,"-100,00 %","2,05 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SANTO CRISTO,GMAP,,15,,,1,,,"26,25 %","26,25",,"0,05",,,"310,59",,,"0,96 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SAO CONRADO 1,TORRE,35,21,"-39,91 %",5,3,"-40,00 %","52,16 %","56,64 %","4,48","0,33","0,14","-57,44 %","106,32","150,10","41,18 %","1,21 %","0,72 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SAO CONRADO 2,TORRE,14,,"-100,00 %",2,,"-100,00 %","52,16 %",,"-52,16","0,18",,"-100,00 %","77,32",,"-100,00 %","0,92 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SAO JOAO DE MERITI,GMAP,15,,"-100,00 %",1,,"-100,00 %","34,52 %",,"-34,52","0,01",,"-100,00 %","1538,16",,"-100,00 %","2,01 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SAO PEDRO DA ALDEIA,ALVORADA,23,,"-100,00 %",3,,"-100,00 %","46,17 %",,"-46,17","1,11",,"-100,00 %","20,58",,"-100,00 %","2,91 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SARACURUNA,GMAP,,15,,,1,,,"26,19 %","26,19",,"0,33",,,"44,37",,,"1,15 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,SEPETIBAO,RAMIGOS,,6,,,1,,,"45,32 %","45,32",,"0,06",,,"93,92",,,"0,87 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,TAMOIOS UNAMAR,ALVORADA,35,,"-100,00 %",2,,"-100,00 %","37,99 %",,"-37,99","0,13",,"-100,00 %","266,29",,"-100,00 %","2,74 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,TAQUARA,TORRE,91,,"-100,00 %",13,,"-100,00 %","51,93 %",,"-51,93","1,73",,"-100,00 %","52,55",,"-100,00 %","3,91 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,TIJUCA,TORRE,,43,,,6,,,"59,65 %","59,65",,"0,32",,,"133,61",,,"1,48 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,TRINDADE,ALVORADA,15,16,"5,27 %",2,2,"0,00 %","46,85 %","58,57 %","11,71","0,33","0,12","-63,60 %","45,54","131,71","189,23 %","4,34 %","3,63 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,VALVERDE,PADRAO,70,,"-100,00 %",10,,"-100,00 %","45,06 %",,"-45,06","1,16",,"-100,00 %","60,08",,"-100,00 %","5,12 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE CULINARIO,VILA DO JOAO,TORRE,29,36,"25,00 %",4,5,"25,00 %","47,13 %","59,85 %","12,72","0,30","1,17","290,99 %","97,20","31,07","-68,03 %","5,05 %","6,43 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,AGUA MINERAL,ALVORADA,11,31,"181,89 %",1,2,"100,00 %","46,47 %","45,66 %","-0,81","0,17","0,35","110,00 %","65,94","88,51","34,23 %","2,42 %","6,82 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ALCANTARA,GMAP,35,,"-100,00 %",3,,"-100,00 %","48,10 %",,"-48,10","0,64",,"-100,00 %","55,28",,"-100,00 %","1,91 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,15,30,"97,33 %",1,2,"100,00 %","44,56 %","51,80 %","7,24","0,17","0,17","2,27 %","89,94","173,54","92,95 %","3,28 %","4,02 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ANCHIETA,RAMIGOS,136,313,"130,44 %",8,16,"100,00 %","33,11 %","42,72 %","9,61","0,26","0,90","250,99 %","532,72","349,75","-34,35 %","5,78 %","11,10 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ARARUAMA 1,ALVORADA,15,32,"110,53 %",1,2,"100,00 %","45,11 %","47,42 %","2,31","0,04","0,50","1150,00 %","379,75","63,96","-83,16 %","1,52 %","4,31 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ARARUAMA 2,ALVORADA,44,76,"71,17 %",3,5,"66,67 %","50,71 %","48,35 %","-2,36","0,14","0,49","236,60 %","307,84","156,55","-49,15 %","7,95 %","10,56 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ARSENAL,ALVORADA,47,22,"-53,19 %",4,2,"-50,00 %","46,17 %","47,55 %","1,38","0,52","0,27","-48,95 %","89,50","82,06","-8,31 %","6,85 %","3,47 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,ATERRADO - V.REDONDA,FLORESTA,57,,"-100,00 %",5,,"-100,00 %","48,69 %",,"-48,69","0,85",,"-100,00 %","67,78",,"-100,00 %","4,70 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BACAXA - SAQUAREMA,ALVORADA,49,14,"-71,58 %",3,1,"-66,67 %","48,74 %","63,70 %","14,96","0,09","0,17","90,57 %","562,79","83,94","-85,09 %","6,06 %","1,47 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BANGU,GMAP,23,,"-100,00 %",2,,"-100,00 %","46,31 %",,"-46,31","0,10",,"-100,00 %","233,67",,"-100,00 %","2,55 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BANGU,RAMIGOS,45,81,"80,07 %",4,3,"-25,00 %","34,95 %","32,87 %","-2,08","0,14","0,26","79,85 %","314,10","314,49","0,12 %","5,84 %","8,20 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA DA TIJUCA,TORRE,405,288,"-28,80 %",22,14,"-36,36 %","43,39 %","42,96 %","-0,44","1,45","0,70","-51,43 %","278,83","408,70","46,58 %","14,93 %","11,43 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,195,221,"13,33 %",16,18,"12,50 %","42,04 %","37,47 %","-4,57","0,74","1,09","46,97 %","262,65","202,54","-22,89 %","6,60 %","7,22 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,443,464,"4,77 %",32,36,"12,50 %","38,86 %","32,33 %","-6,53","3,22","2,43","-24,55 %","137,37","190,76","38,87 %","12,42 %","12,09 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,64,34,"-46,69 %",5,3,"-40,00 %","43,25 %","54,24 %","10,99","0,32","0,09","-71,76 %","199,52","376,64","88,77 %","5,81 %","2,78 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - CASCADURA,BARRA OESTE,86,71,"-17,31 %",6,6,"0,00 %","39,88 %","39,57 %","-0,31","0,61","0,35","-42,92 %","139,78","202,48","44,85 %","6,36 %","4,57 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,82,47,"-42,68 %",7,4,"-42,86 %","41,47 %","37,83 %","-3,64","0,61","0,30","-51,75 %","133,45","158,53","18,79 %","8,65 %","4,67 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - GUARATIBA,BARRA OESTE,12,,"-100,00 %",1,,"-100,00 %","36,66 %",,"-36,66","0,50",,"-100,00 %","23,98",,"-100,00 %","1,20 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,100,67,"-33,01 %",9,6,"-33,33 %","28,93 %","50,03 %","21,10","0,92","2,68","190,13 %","108,26","25,00","-76,91 %","4,95 %","3,80 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - RECREIO I,BARRA OESTE,103,139,"34,96 %",9,11,"22,22 %","41,95 %","36,48 %","-5,46","0,78","0,45","-42,61 %","132,58","311,77","135,15 %","4,90 %","5,33 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - RECREIO II,BARRA OESTE,34,,"-100,00 %",3,,"-100,00 %","43,76 %",,"-43,76","0,40",,"-100,00 %","83,93",,"-100,00 %","2,98 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - RIACHUELO,BARRA OESTE,48,,"-100,00 %",4,,"-100,00 %","36,00 %",,"-36,00","0,14",,"-100,00 %","334,61",,"-100,00 %","4,38 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - TANQUE,BARRA OESTE,160,81,"-49,37 %",12,6,"-50,00 %","37,96 %","33,91 %","-4,04","0,35","0,40","14,43 %","459,75","203,41","-55,76 %","7,87 %","3,58 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRA OESTE - VIA PARQUE,BARRA OESTE,182,173,"-4,95 %",15,15,"0,00 %","42,72 %","42,29 %","-0,42","1,71","1,32","-22,65 %","106,33","130,67","22,89 %","12,25 %","15,62 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BARRETO,PADRAO,,35,,,3,,,"41,26 %","41,26",,"0,21",,,"163,69",,,"5,33 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BELFORD ROXO,TORRE,29,75,"158,54 %",1,5,"400,00 %","50,01 %","47,55 %","-2,46","0,02","0,11","533,75 %","1623,44","662,28","-59,21 %","1,46 %","5,31 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BIG MARKET 2 - STA MARGARIDA,NDP,10,,"-100,00 %",1,,"-100,00 %","41,75 %",,"-41,75","0,07",,"-100,00 %","144,06",,"-100,00 %","2,25 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BOTAFOGO,ALVORADA,56,45,"-19,64 %",4,3,"-25,00 %","40,81 %","43,73 %","2,91","0,77","0,50","-34,44 %","72,99","89,47","22,58 %","4,41 %","4,73 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,BUZIOS,ALVORADA,131,15,"-88,58 %",9,1,"-88,89 %","54,61 %","43,31 %","-11,30","1,64","0,13","-92,36 %","80,27","119,92","49,40 %","21,10 %","2,98 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,18,30,"69,47 %",1,2,"100,00 %","52,48 %","43,13 %","-9,35","0,03","0,19","663,64 %","707,60","157,04","-77,81 %","2,12 %","4,76 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,108,,"-100,00 %",7,,"-100,00 %","50,27 %",,"-50,27","0,31",,"-100,00 %","345,17",,"-100,00 %","7,87 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CABO FRIO 3 - JD ESPERANCA,ALVORADA,18,32,"80,78 %",1,2,"100,00 %","53,23 %","47,00 %","-6,24","0,09","0,54","497,83 %","194,59","58,84","-69,76 %","2,41 %","2,85 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CAMPO GRANDE,TORRE,351,132,"-62,40 %",21,11,"-47,62 %","43,73 %","31,46 %","-12,27","1,88","0,70","-62,66 %","186,98","188,27","0,69 %","12,41 %","4,93 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CASIMIRO DE ABREU,ALVORADA,14,,"-100,00 %",1,,"-100,00 %","58,24 %",,"-58,24","0,25",,"-100,00 %","54,36",,"-100,00 %","2,89 %",
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,CENTRO MARICA,GMAP,23,45,"96,24 %",2,5,"150,00 %","46,31 %","36,44 %","-9,87","0,12","0,56","371,83 %","191,29","79,56","-58,41 %","0,83 %","1,53 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,COELHO DA ROCHA,TORRE,13,13,"0,00 %",1,1,"0,00 %","53,65 %","59,69 %","6,04","0,03","0,25","750,00 %","441,32","51,92","-88,24 %","2,36 %","2,95 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,COLUBANDE,ALVORADA,16,18,"14,51 %",1,1,"0,00 %","50,56 %","56,82 %","6,26","0,05","0,13","137,50 %","303,81","146,48","-51,79 %","3,64 %","4,53 %"
MERCEARIA,MATINAIS,ADOCANTE,ADOCANTE EM PO,COPACABANA,ALVORADA,65,,"-100,00 %",1,,"-100,00 %","50,07 %",,"-50,07","0,02",,"-100,00 %","4010,78",,"-100,00 %","4,60 %",
